,district,Seat,Constituency_Title,Candidate_Name,Part,Votes,Total_Valid_Votes,Total_Rejected_Votes,Total_Votes,Total_Registered_Voters,Turnout
2749,Badin,Badin-II,NA-230,Haji Rasool Bux Chandio,Pakistan Peoples Party Parliamentarians,96015,0,0,0,0,58.17 %
2750,Badin,Badin-II,NA-230,Mirza Ali Mehdi Baig,Independent,1369,0,0,0,0,58.17 %
2751,Badin,Badin-II,NA-230,Mirza Saqlain Abbas Baig,Independent,1609,0,0,0,0,58.17 %
2752,Badin,Badin-II,NA-230,Fateh Muhammad,Muttahida Majlis-e-Amal Pakistan,7578,0,0,0,0,58.17 %
2753,Sujawal,Sujawal,NA-231,Syed Ayaz Ali Shah Serazi,Pakistan Peoples Party Parliamentarians,129980,152824,7285,160109,348864,45.89 %
2754,Sujawal,Sujawal,NA-231,Abdul Rehman Mallah,Independent,3447,0,0,0,0,45.89 %
2755,Sujawal,Sujawal,NA-231,Aftab Ali Khan,Independent,2871,0,0,0,0,45.89 %
2756,Sujawal,Sujawal,NA-231,Ayesha Gulalai Wazir,Pakistan Tehreek-e-Insaf-Gulalai,827,0,0,0,0,45.89 %
2757,Sujawal,Sujawal,NA-231,Molvi Muhammad Saleh Alhadad,Muttahida Majlis-e-Amal Pakistan,11177,0,0,0,0,45.89 %
2758,Sujawal,Sujawal,NA-231,Mumtaz Ali Shah,Independent,2150,0,0,0,0,45.89 %
2759,Sujawal,Sujawal,NA-231,Shafqat Hussain Shah Sheerazi,Independent,1415,0,0,0,0,45.89 %
2760,Sujawal,Sujawal,NA-231,Syed Naseer Ahmed Shah Sheerazi,Independent,957,0,0,0,0,45.89 %
2761,Thatta,Thatta,NA-232,Shams un Nisa,Pakistan Peoples Party Parliamentarians,152691,182484,8682,191166,440329,43.41 %
2762,Thatta,Thatta,NA-232,Syed Pir Ghulam Rehmani Shah,Independent,1834,0,0,0,0,43.41 %
2763,Thatta,Thatta,NA-232,Habib ur Rehman,Independent,3190,0,0,0,0,43.41 %
2764,Thatta,Thatta,NA-232,Arslan Bux Brohi,Pakistan Tehreek-e-Insaf,18900,0,0,0,0,43.41 %
2765,Thatta,Thatta,NA-232,Ghulam Abbas Attai,Pakistan Muslim League (N),2722,0,0,0,0,43.41 %
2766,Thatta,Thatta,NA-232,Rabia,Independent,2853,0,0,0,0,43.41 %
2767,Thatta,Thatta,NA-232,Mumtaz Ali Memon,Independent,294,0,0,0,0,43.41 %
2768,Jamshoro,Jamshoro,NA-233,SIKANDAR ALI RAHOUPOTO,Pakistan Peoples Party Parliamentarians,133492,229406,10917,240323,426469,56.35 %
2769,Jamshoro,Jamshoro,NA-233,ABDUL NABI SHAH,Independent,715,0,0,0,0,56.35 %
2770,Jamshoro,Jamshoro,NA-233,ABDUL REHMAN MEMON,Independent,2555,0,0,0,0,56.35 %
2771,Jamshoro,Jamshoro,NA-233,Ghulam Abbas Pirzada,Independent,633,0,0,0,0,56.35 %
2772,Jamshoro,Jamshoro,NA-233,KESOO MAL KHEEAL DAS,Pakistan Muslim League (N),3627,0,0,0,0,56.35 %
2773,Jamshoro,Jamshoro,NA-233,ROSHAN ALI BURIRO,Independent,184,0,0,0,0,56.35 %
2774,Jamshoro,Jamshoro,NA-233,SAEED AHMED JAT,Pakistan Justice & Democratic Party,402,0,0,0,0,56.35 %
2775,Jamshoro,Jamshoro,NA-233,SAYED JALAL MEHMOOD,Sindh United Party,81289,0,0,0,0,56.35 %
2776,Jamshoro,Jamshoro,NA-233,SHAHMEER GOPANG,Muttahida Majlis-e-Amal Pakistan,2320,0,0,0,0,56.35 %
2777,Jamshoro,Jamshoro,NA-233,SHUJA AHMED,Independent,4189,0,0,0,0,56.35 %
2778,Dadu,Dadu-I,NA-234,Irfan Ali Leghari,Pakistan Peoples Party Parliamentarians,96038,181763,6571,188334,373589,50.41 %
2779,Dadu,Dadu-I,NA-234,Mussarat,Independent,196,0,0,0,0,50.41 %
2780,Dadu,Dadu-I,NA-234,Sayed Hyder Bux Shah,Independent,597,0,0,0,0,50.41 %
2781,Dadu,Dadu-I,NA-234,Karim Ali Jatoi,Independent,1434,0,0,0,0,50.41 %
2782,Dadu,Dadu-I,NA-234,Liaquat Ali Jatoi,Pakistan Tehreek-e-Insaf,82730,0,0,0,0,50.41 %
2783,Dadu,Dadu-I,NA-234,Hameeda khatoon,Muttahida Majlis-e-Amal Pakistan,768,0,0,0,0,50.41 %
2784,Dadu,Dadu-II,NA-235,Rafique Ahmed Jamali,Pakistan Peoples Party Parliamentarians,81200,169406,9290,178696,359762,49.67 %
2785,Dadu,Dadu-II,NA-235,Ahmed Khan Lund,Pakistan Muslim League (N),519,0,0,0,0,49.67 %
2786,Dadu,Dadu-II,NA-235,Ahsan Ali Jatoi,Independent,1339,0,0,0,0,49.67 %
2787,Dadu,Dadu-II,NA-235,Fatima,Muttahida Majlis-e-Amal Pakistan,1933,0,0,0,0,49.67 %
2788,Dadu,Dadu-II,NA-235,Junaid Ahmed Khan,Independent,338,0,0,0,0,49.67 %
2789,Dadu,Dadu-II,NA-235,Karim Ali Jatoi,Pakistan Tehreek-e-Insaf,63008,0,0,0,0,49.67 %
2790,Dadu,Dadu-II,NA-235,Meer Jan Muhammad Khan Panhwar,Independent,19896,0,0,0,0,49.67 %
2791,Dadu,Dadu-II,NA-235,Saeed Ahmed Jamali,Independent,76,0,0,0,0,49.67 %
2792,Dadu,Dadu-II,NA-235,Zubair Ahmed Jamali,Independent,84,0,0,0,0,49.67 %
2793,Malir,Malir-I,NA-236,JAM ABDUL KARIM BIJAR,Pakistan Peoples Party Parliamentarians,66623,115459,1978,117437,233028,50.4 %
2794,Malir,Malir-I,NA-236,MUHAMMAD NADEEM,Grand Democratic Alliance,2436,0,0,0,0,50.4 %
2795,Malir,Malir-I,NA-236,KHADIM HUSSAIN SHAIKH,Independent,183,0,0,0,0,50.4 %
2796,Malir,Malir-I,NA-236,ASHFAQ AHMED,Pak Sarzameen Party,229,0,0,0,0,50.4 %
2797,Malir,Malir-I,NA-236,SYED SALEEM SHAH,Awami National Party,216,0,0,0,0,50.4 %
2798,Malir,Malir-I,NA-236,MASROOR ALI,Pakistan Tehreek-e-Insaf,26456,0,0,0,0,50.4 %
2799,Malir,Malir-I,NA-236,SHAHID HUSSAIN,Independent,106,0,0,0,0,50.4 %
2800,Malir,Malir-I,NA-236,SOOMAR,Muttahida Majlis-e-Amal Pakistan,4061,0,0,0,0,50.4 %
2801,Malir,Malir-I,NA-236,MUSHTAQ AHMED ISHTIAQ DHOOL,Jannat Pakistan Party,44,0,0,0,0,50.4 %
2802,Malir,Malir-I,NA-236,DEWAN CHAND CHAWLA,Muttahida Qaumi Movement Pakistan,363,0,0,0,0,50.4 %
2803,Malir,Malir-I,NA-236,MUHAMMAD ISLAM,Independent,156,0,0,0,0,50.4 %
2804,Malir,Malir-I,NA-236,PIR JAN MUHAMMAD,Independent,231,0,0,0,0,50.4 %
2805,Malir,Malir-I,NA-236,QADIR BUX,Pakistan Muslim League (N),9839,0,0,0,0,50.4 %
2806,Malir,Malir-I,NA-236,AFSHAN,Tehreek-e-Labbaik Pakistan,4516,0,0,0,0,50.4 %
2807,Malir,Malir-II,NA-237,Jamil Ahmed Khan,Pakistan Tehreek-e-Insaf,33280,117686,2184,119870,283882,42.23 %
2808,Malir,Malir-II,NA-237,Salman Ahmed,Muttahida Qaumi Movement Pakistan,306,0,0,0,0,42.23 %
2809,Malir,Malir-II,NA-237,Afaq Jamal,Pak Sarzameen Party,1461,0,0,0,0,42.23 %
2810,Malir,Malir-II,NA-237,Rehman Dino Mahesar,Independent,861,0,0,0,0,42.23 %
2811,Malir,Malir-II,NA-237,MUHAMMAD ISLAM,Muttahida Majlis-e-Amal Pakistan,5168,0,0,0,0,42.23 %
2812,Malir,Malir-II,NA-237,Muhammad Shoaib,Pakistan Rah-e-Haq Party,1352,0,0,0,0,42.23 %
2813,Malir,Malir-II,NA-237,Zain ul Abdin Ansari,Pakistan Muslim League (N),14099,0,0,0,0,42.23 %
2814,Malir,Malir-II,NA-237,Dr Nadeem Maqbool,Muttahida Qaumi Movement Pakistan,11251,0,0,0,0,42.23 %
2815,Malir,Malir-II,NA-237,Faheem Ahmed,Tehreek-e-Labbaik Pakistan,11665,0,0,0,0,42.23 %
2816,Malir,Malir-II,NA-237,Muhammad Mureed,Independent,43,0,0,0,0,42.23 %
2817,Malir,Malir-II,NA-237,Abdul Ghafoor,Independent,32,0,0,0,0,42.23 %
2818,Malir,Malir-II,NA-237,Baber Hakeem Baloch,Independent,42,0,0,0,0,42.23 %
2819,Malir,Malir-II,NA-237,Aziz Muhammad,Awami National Party,396,0,0,0,0,42.23 %
2820,Malir,Malir-II,NA-237,Manzoor Ali,Grand Democratic Alliance,502,0,0,0,0,42.23 %
2821,Malir,Malir-II,NA-237,Abdul Hakeem Baloch,Pakistan Peoples Party Parliamentarians,31907,0,0,0,0,42.23 %
2822,Malir,Malir-II,NA-237,Syed Zahid Abbas Naqvi,Pakistan Peoples Party (Shaheed Bhutto),134,0,0,0,0,42.23 %
2823,Malir,Malir-III,NA-238,Syed Rafiullah,Pakistan Peoples Party Parliamentarians,29598,100408,2816,103223,234616,44 %
2824,Malir,Malir-III,NA-238,Aitbar Khan,Independent,64,0,0,0,0,44 %
2825,Malir,Malir-III,NA-238,Ghulam Farooq,Independent,207,0,0,0,0,44 %
2826,Malir,Malir-III,NA-238,Gul Faraz Khan,Muttahida Qaumi Movement Pakistan,6793,0,0,0,0,44 %
2827,Malir,Malir-III,NA-238,Hafiz Aurangzaib,Pakistan Rah-e-Haq Party,19463,0,0,0,0,44 %
2828,Malir,Malir-III,NA-238,Ikramullah,Pakistan Muslim Alliance,223,0,0,0,0,44 %
2829,Malir,Malir-III,NA-238,Inayatullah,Independent,76,0,0,0,0,44 %
2830,Malir,Malir-III,NA-238,Khursheed Ali,Tehreek-e-Suba Hazara Pakistan,545,0,0,0,0,44 %
2831,Malir,Malir-III,NA-238,MUHAMMAD ISLAM,Muttahida Majlis-e-Amal Pakistan,6673,0,0,0,0,44 %
2832,Malir,Malir-III,NA-238,Muhammad Pervez,Independent,281,0,0,0,0,44 %
2833,Malir,Malir-III,NA-238,Muhammad Rafi,Independent,66,0,0,0,0,44 %
2834,Malir,Malir-III,NA-238,Muhammad Wali Shah,Grand Democratic Alliance,162,0,0,0,0,44 %
2835,Malir,Malir-III,NA-238,Nawaz Ali Jatt,Pakistan Justice & Democratic Party,451,0,0,0,0,44 %
2836,Malir,Malir-III,NA-238,NAZIR AHMED,Independent,241,0,0,0,0,44 %
2837,Malir,Malir-III,NA-238,Rao Muhammad Zubair,Pak Sarzameen Party,796,0,0,0,0,44 %
2838,Malir,Malir-III,NA-238,Shahi Syed,Awami National Party,3748,0,0,0,0,44 %
2839,Malir,Malir-III,NA-238,Syed Imdad Hussain Shah,Independent,432,0,0,0,0,44 %
2840,Malir,Malir-III,NA-238,Syed Shah Muhammad Shah,Pakistan Muslim League (N),14026,0,0,0,0,44 %
2841,Malir,Malir-III,NA-238,Zain Ul Abidin,Pasban Pakistan.,68,0,0,0,0,44 %
2842,Malir,Malir-III,NA-238,Zunaira Rehman,Pakistan Tehreek-e-Insaf,16495,0,0,0,0,44 %
2843,Korangi,Korangi,NA-239,MUHAMMAD AKRAM,Pakistan Tehreek-e-Insaf,69147,220937,3281,224218,528732,42.41 %
2844,Korangi,Korangi,NA-239,MUHAMMAD TARIQ,Independent,350,0,0,0,0,42.41 %
2845,Korangi,Korangi,NA-239,SHAHZAD KHAN,Independent,106,0,0,0,0,42.41 %
2846,Korangi,Korangi,NA-239,MUHAMMAD NAIM,Mohajir Qaumi Movement Pakistan,2008,0,0,0,0,42.41 %
2847,Korangi,Korangi,NA-239,SYED IMRAN HAIDER ABDI,Pakistan Peoples Party Parliamentarians,11887,0,0,0,0,42.41 %
2848,Korangi,Korangi,NA-239,SYED MASROOR ALAM,Jamiat Ulama-e-Pakistan  (Noorani),174,0,0,0,0,42.41 %
2849,Korangi,Korangi,NA-239,SOHAIL MANSOOR KHAWAJA,Muttahida Qaumi Movement Pakistan,68811,0,0,0,0,42.41 %
2850,Korangi,Korangi,NA-239,MUHAMMAD HALEEM KHAN GHOURI,Muttahida Majlis-e-Amal Pakistan,12290,0,0,0,0,42.41 %
2851,Korangi,Korangi,NA-239,MUHAMMAD ABDUL ALEEM QADRI,Independent,282,0,0,0,0,42.41 %
2852,Korangi,Korangi,NA-239,SHAUKAT ALI,Independent,281,0,0,0,0,42.41 %
2853,Korangi,Korangi,NA-239,SHAHAN UL QURAISH,Amun Taraqqi Party,63,0,0,0,0,42.41 %
2854,Korangi,Korangi,NA-239,QAZI SALEEM HAIDER,Independent,334,0,0,0,0,42.41 %
2855,Korangi,Korangi,NA-239,SAJID AHMED,Independent,337,0,0,0,0,42.41 %
2856,Korangi,Korangi,NA-239,Syed Zaman Ali,Tehreek-e-Labbaik Pakistan,30109,0,0,0,0,42.41 %
2857,Korangi,Korangi,NA-239,BILAL HUSSAIN,Independent,125,0,0,0,0,42.41 %
2858,Korangi,Korangi,NA-239,RASHEED SIDDIQUI,All Pakistan Muslim League,508,0,0,0,0,42.41 %
2859,Korangi,Korangi,NA-239,SYED NADEEM RAZI,Pak Sarzameen Party,4389,0,0,0,0,42.41 %
2860,Korangi,Korangi,NA-239,MUHAMMAD EHSAN,Pakistan Muslim League (N),19616,0,0,0,0,42.41 %
2861,Korangi,Korangi,NA-239,IQBAL AHMED,Independent,120,0,0,0,0,42.41 %
2862,Korangi,Korangi,NA-240,IQBAL MUHAMMAD ALI KHAN,Muttahida Qaumi Movement Pakistan,61165,174958,2801,177759,475523,37.38 %
2863,Korangi,Korangi,NA-240,MEHMOOD QURESHI,Independent,165,0,0,0,0,37.38 %
2864,Korangi,Korangi,NA-240,SHAH JAHAN,Independent,346,0,0,0,0,37.38 %
2865,Korangi,Korangi,NA-240,MUHAMMAD ASIF,Tehreek-e-Labbaik Pakistan,30535,0,0,0,0,37.38 %
2866,Korangi,Korangi,NA-240,MUHAMMAD USMAN,Pakistan Muslim League (Sher-e-Bangal),841,0,0,0,0,37.38 %
2867,Korangi,Korangi,NA-240,NOORI MIAN,Pakistan Sunni Tehreek,989,0,0,0,0,37.38 %
2868,Korangi,Korangi,NA-240,MUHAMMAD IQBAL QURESHI,Independent,515,0,0,0,0,37.38 %
2869,Korangi,Korangi,NA-240,MUHAMMAD GHAZANFAR,Independent,432,0,0,0,0,37.38 %
2870,Korangi,Korangi,NA-240,MUHAMMAD ZAHID,Independent,296,0,0,0,0,37.38 %
2871,Korangi,Korangi,NA-240,ABDUL JAMEEL KHAN,Muttahida Majlis-e-Amal Pakistan,19321,0,0,0,0,37.38 %
2872,Korangi,Korangi,NA-240,FARRUKH MANZOOR,Pakistan Tehreek-e-Insaf,29939,0,0,0,0,37.38 %
2873,Korangi,Korangi,NA-240,MUHAMMAD IRFAN WAHEED,Independent,150,0,0,0,0,37.38 %
2874,Korangi,Korangi,NA-240,AFAQ SHAFQAT,Mohajir Qaumi Movement Pakistan,14376,0,0,0,0,37.38 %
2875,Korangi,Korangi,NA-240,ABDUL GHAFOOR,Pakistan Muslim Alliance,1641,0,0,0,0,37.38 %
2876,Korangi,Korangi,NA-240,SYED ASIF HASNAIN,Pak Sarzameen Party,6661,0,0,0,0,37.38 %
2877,Korangi,Korangi,NA-240,MUHAMMAD FEROZE,Pakistan Peoples Party Parliamentarians,7586,0,0,0,0,37.38 %
2878,Korangi,Korangi,NA-241,Faheem Khan,Pakistan Tehreek-e-Insaf,26706,111812,2260,114072,314450,36.28 %
2879,Korangi,Korangi,NA-241,Abdul Bari Hashmi,Independent,170,0,0,0,0,36.28 %
2880,Korangi,Korangi,NA-241,Abdul Hafiz,Independent,4606,0,0,0,0,36.28 %
2881,Korangi,Korangi,NA-241,Farrukh Jabbar,All Pakistan Muslim League (jinnah),1119,0,0,0,0,36.28 %
2882,Korangi,Korangi,NA-241,Javed Zaman,Awami National Party,742,0,0,0,0,36.28 %
2883,Korangi,Korangi,NA-241,Moazzam Ali Qureshi,Pakistan Peoples Party Parliamentarians,9367,0,0,0,0,36.28 %
2884,Korangi,Korangi,NA-241,Muhammad Danish Khan,Pak Sarzameen Party,5167,0,0,0,0,36.28 %
2885,Korangi,Korangi,NA-241,Muhammad Furqan,Pakistan Rah-e-Haq Party,2284,0,0,0,0,36.28 %
2886,Korangi,Korangi,NA-241,Muhammad Moin Aamer Pirzada,Muttahida Qaumi Movement Pakistan,23873,0,0,0,0,36.28 %
2887,Korangi,Korangi,NA-241,Muhammad Shahid,Mohajir Qaumi Movement Pakistan,504,0,0,0,0,36.28 %
2888,Korangi,Korangi,NA-241,Muhammad Zahid Awan,Pakistan Muslim Alliance,846,0,0,0,0,36.28 %
2889,Korangi,Korangi,NA-241,Nusrat Aqeel,Jamiat Ulama-e-Pakistan  (Noorani),178,0,0,0,0,36.28 %
2890,Korangi,Korangi,NA-241,Sabir Hussain Khan,Independent,174,0,0,0,0,36.28 %
2891,Korangi,Korangi,NA-241,Tahir Iqbal,Tehreek-e-Labbaik Pakistan,19184,0,0,0,0,36.28 %
2892,Korangi,Korangi,NA-241,Taib Zar Khan,Pakistan Muslim League (N),16892,0,0,0,0,36.28 %
2893,Karachi,Karachi,NA-242,Saif Ur Rehman,Pakistan Tehreek-e-Insaf,27333,69050,1661,70711,183373,38.56 %
2894,Karachi,Karachi,NA-242,Abdul Ghani,Independent,552,0,0,0,0,38.56 %
2895,Karachi,Karachi,NA-242,Asadullah Bhutto,Muttahida Majlis-e-Amal Pakistan,8262,0,0,0,0,38.56 %
2896,Karachi,Karachi,NA-242,Bedal Masroor Badvi,Sindh United Party,733,0,0,0,0,38.56 %
2897,Karachi,Karachi,NA-242,Hassan Sabir,Pak Sarzameen Party,1569,0,0,0,0,38.56 %
2898,Karachi,Karachi,NA-242,Kiran Zehra Kazmi,Amun Taraqqi Party,76,0,0,0,0,38.56 %
2899,Karachi,Karachi,NA-242,Kishwar Zehra,Muttahida Qaumi Movement Pakistan,6393,0,0,0,0,38.56 %
2900,Karachi,Karachi,NA-242,Manzoor Ahmed,Pakistan Kissan Ittehad(Ch. Anwar),110,0,0,0,0,38.56 %
2901,Karachi,Karachi,NA-242,Muhammad Asghar Ali,Pakistan Muslim Alliance,195,0,0,0,0,38.56 %
2902,Karachi,Karachi,NA-242,Muhammad Iqbal,Pakistan Peoples Party Parliamentarians,11823,0,0,0,0,38.56 %
2903,Karachi,Karachi,NA-242,Muzamil Iqbal Hashmi,Allah-o-Akbar Tehreek,796,0,0,0,0,38.56 %
2904,Karachi,Karachi,NA-242,Noor Muhammad,Independent,78,0,0,0,0,38.56 %
2905,Karachi,Karachi,NA-242,Noorullah,Pashtoonkhwa Milli Awami Party,33,0,0,0,0,38.56 %
2906,Karachi,Karachi,NA-242,NoorUllah so Abdul Kabeer,Awami National Party,33,0,0,0,0,38.56 %
2907,Karachi,Karachi,NA-242,Pir Umar Ud Din Zafar,Independent,31,0,0,0,0,38.56 %
2908,Karachi,Karachi,NA-242,Sharafat Khan,Pakistan Muslim League (N),7060,0,0,0,0,38.56 %
2909,Karachi,Karachi,NA-242,Syed Abdul Bari,Independent,163,0,0,0,0,38.56 %
2910,Karachi,Karachi,NA-242,Syed Muhammad Waqas Hashmi,Tehreek-e-Labbaik Pakistan,3167,0,0,0,0,38.56 %
2911,Karachi,Karachi,NA-242,Zohaib Umar Laghari,Independent,442,0,0,0,0,38.56 %
2912,Karachi,Karachi,NA-243,Imran Ahmed Khan Niazi,Pakistan Tehreek-e-Insaf,91358,163018,2280,165298,401833,41.14 %
2913,Karachi,Karachi,NA-243,ABDUL WAHAB,Pakistan Justice & Democratic Party,483,0,0,0,0,41.14 %
2914,Karachi,Karachi,NA-243,Anwaar Ahmed Farouqi,Peoples Movement of Pakistan (PMP),37,0,0,0,0,41.14 %
2915,Karachi,Karachi,NA-243,Khawaja Izhar Ul Hassan,Independent,53,0,0,0,0,41.14 %
2916,Karachi,Karachi,NA-243,Muhammad Ayaz,Independent,110,0,0,0,0,41.14 %
2917,Karachi,Karachi,NA-243,Muhammad Kamran Khan,Independent,50,0,0,0,0,41.14 %
2918,Karachi,Karachi,NA-243,Muhammad Muzammil Qureshi,Pak Sarzameen Party,3641,0,0,0,0,41.14 %
2919,Karachi,Karachi,NA-243,Muhammad Usama Razi Khan,Muttahida Majlis-e-Amal Pakistan,16214,0,0,0,0,41.14 %
2920,Karachi,Karachi,NA-243,Muzammal Iqbal Hashmi,Allah-o-Akbar Tehreek,1127,0,0,0,0,41.14 %
2921,Karachi,Karachi,NA-243,Shahjahan,Pakistan Muslim League (N),7912,0,0,0,0,41.14 %
2922,Karachi,Karachi,NA-243,Syed Ali Raza,Muttahida Qaumi Movement Pakistan,24082,0,0,0,0,41.14 %
2923,Karachi,Karachi,NA-243,Syed Asif Raza,Independent,716,0,0,0,0,41.14 %
2924,Karachi,Karachi,NA-243,Syed Kamran Ali Rizvi,Mohajir Qaumi Movement Pakistan,115,0,0,0,0,41.14 %
2925,Karachi,Karachi,NA-243,Syed Nawaz ul Huda,Tehreek-e-Labbaik Pakistan,6489,0,0,0,0,41.14 %
2926,Karachi,Karachi,NA-243,Syeda Shehla Raza,Pakistan Peoples Party Parliamentarians,10631,0,0,0,0,41.14 %
2927,Karachi,Karachi,NA-244,Syed Ali Haider Zaidi,Pakistan Tehreek-e-Insaf,69475,167995,2716,170711,407363,41.91 %
2928,Karachi,Karachi,NA-244,Muhammad Zubair Khan,Pakistan Awami Raj,48,0,0,0,0,41.91 %
2929,Karachi,Karachi,NA-244,Saif Uddin,Independent,47,0,0,0,0,41.91 %
2930,Karachi,Karachi,NA-244,Shazia Razzaq Khan,Awami National Party,100,0,0,0,0,41.91 %
2931,Karachi,Karachi,NA-244,Muhammad Abdul Rauf Siddiqui,Muttahida Qaumi Movement Pakistan,19527,0,0,0,0,41.91 %
2932,Karachi,Karachi,NA-244,Mudassir Iqbal,Allah-o-Akbar Tehreek,577,0,0,0,0,41.91 %
2933,Karachi,Karachi,NA-244,Nomi Bashir,Independent,428,0,0,0,0,41.91 %
2934,Karachi,Karachi,NA-244,Tabish Hussain,Grand Democratic Alliance,1009,0,0,0,0,41.91 %
2935,Karachi,Karachi,NA-244,S Akhtar Hussain Shah Bukhari,Mohajir Qaumi Movement Pakistan,152,0,0,0,0,41.91 %
2936,Karachi,Karachi,NA-244,Muhammad Imran Kashif,Independent,64,0,0,0,0,41.91 %
2937,Karachi,Karachi,NA-244,Zahid Saeed,Muttahida Majlis-e-Amal Pakistan,17894,0,0,0,0,41.91 %
2938,Karachi,Karachi,NA-244,Shokat,Independent,983,0,0,0,0,41.91 %
2939,Karachi,Karachi,NA-244,Sabir Hussain,Independent,20,0,0,0,0,41.91 %
2940,Karachi,Karachi,NA-244,Nasir Khan,All Pakistan Muslim League,159,0,0,0,0,41.91 %
2941,Karachi,Karachi,NA-244,Muhammad Ali Atara,Independent,20,0,0,0,0,41.91 %
2942,Karachi,Karachi,NA-244,Amjad Ali Asif,Independent,100,0,0,0,0,41.91 %
2943,Karachi,Karachi,NA-244,Muhammad Saeed Shafiq,Pak Sarzameen Party,2067,0,0,0,0,41.91 %
2944,Karachi,Karachi,NA-244,Muhammad Tariq,Independent,60,0,0,0,0,41.91 %
2945,Karachi,Karachi,NA-244,Mian Vaqar Akhtar Paganwala,Pakistan Peoples Party Parliamentarians,14745,0,0,0,0,41.91 %
2946,Karachi,Karachi,NA-244,Miftah Ismail Ahmed,Pakistan Muslim League (N),31247,0,0,0,0,41.91 %
2947,Karachi,Karachi,NA-244,Yasha Ullah Khan Afghan,Tehreek-e-Labbaik Pakistan,9273,0,0,0,0,41.91 %
2948,Karachi,Karachi,NA-245,Aamir Hussain,Pakistan Tehreek-e-Insaf,56615,163439,2864,166303,443540,37.49 %
2949,Karachi,Karachi,NA-245,Abdul Khursheed Khan,Independent,183,0,0,0,0,37.49 %
2950,Karachi,Karachi,NA-245,Zulfiqar Ali Kaim Khani,Independent,446,0,0,0,0,37.49 %
2951,Karachi,Karachi,NA-245,Arshad Ali,Independent,569,0,0,0,0,37.49 %
2952,Karachi,Karachi,NA-245,Sagheer Ahmed,Pak Sarzameen Party,6136,0,0,0,0,37.49 %
2953,Karachi,Karachi,NA-245,Saleem Sachwani,Independent,996,0,0,0,0,37.49 %
2954,Karachi,Karachi,NA-245,Muhammad Ahmed Raza,Tehreek-e-Labbaik Pakistan,20580,0,0,0,0,37.49 %
2955,Karachi,Karachi,NA-245,Muhammad Shaifiq Ahmed,Mohajir Qaumi Movement Pakistan,2857,0,0,0,0,37.49 %
2956,Karachi,Karachi,NA-245,Saiffuddin,Muttahida Majlis-e-Amal Pakistan,20135,0,0,0,0,37.49 %
2957,Karachi,Karachi,NA-245,Khawaja Tariq Nazir,Pakistan Muslim League (N),9653,0,0,0,0,37.49 %
2958,Karachi,Karachi,NA-245,Muhammad Jamil,Independent,524,0,0,0,0,37.49 %
2959,Karachi,Karachi,NA-245,Abdul Anis Khan,Independent,80,0,0,0,0,37.49 %
2960,Karachi,Karachi,NA-245,Muhammad Farooq Sattar,Muttahida Qaumi Movement Pakistan,35247,0,0,0,0,37.49 %
2961,Karachi,Karachi,NA-245,Farrukh Niaz Tanoli,Pakistan Peoples Party Parliamentarians,8812,0,0,0,0,37.49 %
2962,Karachi,Karachi,NA-245,Sameena Huma Meer,Awami National Party,606,0,0,0,0,37.49 %
2963,Karachi,Karachi,NA-246,Abdul Shakoor Shad,Pakistan Tehreek-e-Insaf,52750,203109,3468,206577,536688,38.49 %
2964,Karachi,Karachi,NA-246,Abid,Independent,110,0,0,0,0,38.49 %
2965,Karachi,Karachi,NA-246,Ahmed Bakhsh,Tehreek-e-Labbaik Pakistan,42345,0,0,0,0,38.49 %
2966,Karachi,Karachi,NA-246,Amjad Khan,Independent,610,0,0,0,0,38.49 %
2967,Karachi,Karachi,NA-246,Bilawal Bhutto Zardari,Pakistan Peoples Party Parliamentarians,39325,0,0,0,0,38.49 %
2968,Karachi,Karachi,NA-246,Ejaz Ahmed,Pak Sarzameen Party,3287,0,0,0,0,38.49 %
2969,Karachi,Karachi,NA-246,Ghulam Muhammad Samoo,Independent,338,0,0,0,0,38.49 %
2970,Karachi,Karachi,NA-246,Hazrat Gul,Awami National Party,772,0,0,0,0,38.49 %
2971,Karachi,Karachi,NA-246,Jawad Ahmed,Barabri Party Pakistan,408,0,0,0,0,38.49 %
2972,Karachi,Karachi,NA-246,Mahfooz Yar Khan,Muttahida Qaumi Movement Pakistan,9851,0,0,0,0,38.49 %
2973,Karachi,Karachi,NA-246,Mollana Noor ul haq,Muttahida Majlis-e-Amal Pakistan,33078,0,0,0,0,38.49 %
2974,Karachi,Karachi,NA-246,Muhammad Anwar,Pakistan Justice & Democratic Party,538,0,0,0,0,38.49 %
2975,Karachi,Karachi,NA-246,Muhammad Arshad,Grand Democratic Alliance,253,0,0,0,0,38.49 %
2976,Karachi,Karachi,NA-246,Muhammad Irshad,Independent,278,0,0,0,0,38.49 %
2977,Karachi,Karachi,NA-246,Saleem Zia,Pakistan Muslim League (N),19077,0,0,0,0,38.49 %
2978,Karachi,Karachi,NA-246,Umm e Kalsoom,Independent,89,0,0,0,0,38.49 %
2979,Karachi,Karachi,NA-247,ARIF UR REHMAN ALVI,Pakistan Tehreek-e-Insaf,91020,216446,2591,219037,543964,40.27 %
2980,Karachi,Karachi,NA-247,JAVED IQBAL KHAN,Mohajir Qaumi Movement Pakistan,83,0,0,0,0,40.27 %
2981,Karachi,Karachi,NA-247,MUHAMMAD HUSAIN MEHANTI,Muttahida Majlis-e-Amal Pakistan,22780,0,0,0,0,40.27 %
